Product Code,Product Name,Product Qty,Material ID,Material Name,Ratio,Material Qty
FG-CAC-00001,CARTON BOX 540X360X220,300,MTRL-00023,"SHEET 186 X 60 CM K150/M125X3/K125 CB/F SCOORE 18,5+23+18,5","1,00",300
FG-CAC-00001,CARTON BOX 540X360X220,300,MTRL-00023,"SHEET 186 X 60 CM K150/M125X3/K125 CB/F SCOORE 18,5+23+18,5","1,00",300
FG-CAC-00001,CARTON BOX 540X360X220,300,MTRL-00023,"SHEET 186 X 60 CM K150/M125X3/K125 CB/F SCOORE 18,5+23+18,5","1,00",500
FG-CAC-00002,CARTON BOX 387X277X125,290,MTRL-00024,"SHEET 128 X 37,3 CM K200/M125X3/K150 CB/F SCOORE 11,8+13,7+11,8","1,00",290
FG-CAC-00002,CARTON BOX 387X277X125,290,MTRL-00024,"SHEET 128 X 37,3 CM K200/M125X3/K150 CB/F SCOORE 11,8+13,7+11,8","0,00",290
FG-CAC-00002,CARTON BOX 387X277X125,290,MTRL-00024,"SHEET 128 X 37,3 CM K200/M125X3/K150 CB/F SCOORE 11,8+13,7+11,8","1,00",400
FG-CAC-00002,CARTON BOX 387X277X125,290,MTRL-00024,"SHEET 128 X 37,3 CM K200/M125X3/K150 CB/F SCOORE 11,8+13,7+11,8","1,00",720
FG-CAC-00002,CARTON BOX 387X277X125,290,MTRL-00024,"SHEET 128 X 37,3 CM K200/M125X3/K150 CB/F SCOORE 11,8+13,7+11,8","0,16",700
FG-CAC-00003,CARTON BOX 720X275X160 (BOLONG SAMPING),64,MTRL-00578,SHEET 105 X 90 CM K125/M125X4 BC/F BRUTO,"1,00",64
FG-CAC-00005,CARTON BOX 620X263X205,400,MTRL-00104,"SHEET 182 X 48 CM K150/M125X3/K125 CB/F SCOORE 13,5+21+13,5","0,00",400
FG-CAC-00005,CARTON BOX 620X263X205,400,MTRL-00104,"SHEET 182 X 48 CM K150/M125X3/K125 CB/F SCOORE 13,5+21+13,5","0,00",500
FG-CAC-00011,CARTON BOX 1000X265X150,1500,MTRL-00577,"SHEET 130 X 42,2 CM K150/M125X3/K125 BC/F SCOORE 13,6 + 15 + 13,6","0,25",1500
FG-DHW-00001,CARTON BOX DH1 560X380X340 C/FLUTE,500,MTRL-00105,"SHEET 192 X 72,4 CM K125/M125/K125 C/F SCOORE 19.2+34+19.2","1,00",500
FG-DHW-00001,CARTON BOX DH1 560X380X340 C/FLUTE,500,MTRL-00105,"SHEET 192 X 72,4 CM K125/M125/K125 C/F SCOORE 19.2+34+19.2","2,00",200
FG-DHW-00003,CARTON BOX DH5 POLOS 820X450X680 MM K125/M125/K125 C/F,100,MTRL-00071,"SHEET 131 X 113,6 CM K125/M125/K125 C/F SCOORE 22.7+68+22.7","1,00",400
FG-DHW-00005,CARTON BOX DH8 POLOS 727X380X320MM K200/M125/K200 C/F,100,MTRL-00167,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F 30,9 + 33 + 30,9","1,00",100
FG-DHW-00005,CARTON BOX DH8 POLOS 727X380X320MM K200/M125/K200 C/F,100,MTRL-00167,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F 30,9 + 33 + 30,9","0,00",700
FG-DHW-00005,CARTON BOX DH8 POLOS 727X380X320MM K200/M125/K200 C/F,100,MTRL-00167,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F 30,9 + 33 + 30,9","0,00",1800
FG-DHW-00005,CARTON BOX DH8 POLOS 727X380X320MM K200/M125/K200 C/F,100,MTRL-00167,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F 30,9 + 33 + 30,9","0,00",200
FG-DHW-00005,CARTON BOX DH8 POLOS 727X380X320MM K200/M125/K200 C/F,100,MTRL-00167,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F 30,9 + 33 + 30,9","0,66",720
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","0,00",290
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","0,00",507
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","0,00",750
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","0,00",300
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","1,00",262
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","1,00",160
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","0,00",750
FG-DHW-00012,CARTON BOX DH15 UK 380X280X270 CB/FLUTE,290,MTRL-00098,"SHEET 136 X 55,6 CM K125/M125X3/K125 CB/F SCOORE 14,3 + 27 + 14,3","0,00",500
FG-DHW-00031,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,50,MTRL-00313,"SHEET 244 X 96,6 CM K125/M125X3/K125 BC/F SCOORE 25,8+45+25,8","1,00",50
FG-DHW-00031,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,50,MTRL-00313,"SHEET 244 X 96,6 CM K125/M125X3/K125 BC/F SCOORE 25,8+45+25,8","0,00",400
FG-DHW-00031,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,50,MTRL-00313,"SHEET 244 X 96,6 CM K125/M125X3/K125 BC/F SCOORE 25,8+45+25,8","0,00",315
FG-DHW-00031,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,50,MTRL-00313,"SHEET 244 X 96,6 CM K125/M125X3/K125 BC/F SCOORE 25,8+45+25,8","1,00",400
FG-DHW-00031,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,50,MTRL-00313,"SHEET 244 X 96,6 CM K125/M125X3/K125 BC/F SCOORE 25,8+45+25,8","0,00",400
FG-DHW-00033,CARTON BOX DH 8,300,MTRL-00167,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F 30,9 + 33 + 30,9","1,00",300
FG-EHW-00001,B BOX 14 PM2010,10,MTRL-00324,SHEET 170 X 170 CM K200/M125X3/K200 CB/F BRUTO,"1,00",10
FG-EHW-00001,B BOX 14 PM2010,10,MTRL-00019,SHEET 135 X 135 CM K200/M125/K150 C/F BRUTO,"2,00",10
FG-EHW-00002,EURO SHIPPING BOX 1180X780X780 (PM9044),50,MTRL-00129,"SHEET 201 X 120,5 CM K275/M125X3/K275 BC/F NETTO","1,00",50
FG-EHW-00002,EURO SHIPPING BOX 1180X780X780 (PM9044),50,MTRL-00481,SHEET 159 X 120 CM K275/M125X3/K275 CB/F NETTO,"1,00",50
FG-EHW-00002,EURO SHIPPING BOX 1180X780X780 (PM9044),50,MTRL-00129,"SHEET 201 X 120,5 CM K275/M125X3/K275 BC/F NETTO","0,00",100
FG-EHW-00002,EURO SHIPPING BOX 1180X780X780 (PM9044),50,MTRL-00481,SHEET 159 X 120 CM K275/M125X3/K275 CB/F NETTO,"0,00",100
FG-EHW-00002,EURO SHIPPING BOX 1180X780X780 (PM9044),50,MTRL-00129,"SHEET 201 X 120,5 CM K275/M125X3/K275 BC/F NETTO","0,00",30
FG-EHW-00002,EURO SHIPPING BOX 1180X780X780 (PM9044),50,MTRL-00481,SHEET 159 X 120 CM K275/M125X3/K275 CB/F NETTO,"2,22",30
FG-EHW-00003,B BOX 7 INCH (PM2005),500,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","0,00",125
FG-EHW-00003,B BOX 7 INCH (PM2005),500,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","0,00",75
FG-EHW-00003,B BOX 7 INCH (PM2005),500,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","0,00",75
FG-EHW-00011,OUTBOX HUSQVARNA 14 INCH 10PK 465X425X85 MM (PM2162),500,MTRL-00073,"SHEET 181 X 51,2 CM K150/M125X3/K125 CB/F SCOORE 21.1+9+21.1","1,00",500
FG-EHW-00011,OUTBOX HUSQVARNA 14 INCH 10PK 465X425X85 MM (PM2162),500,MTRL-00073,"SHEET 181 X 51,2 CM K150/M125X3/K125 CB/F SCOORE 21.1+9+21.1","1,00",490
FG-EHW-00011,OUTBOX HUSQVARNA 14 INCH 10PK 465X425X85 MM (PM2162),500,MTRL-00073,"SHEET 181 X 51,2 CM K150/M125X3/K125 CB/F SCOORE 21.1+9+21.1","0,00",500
FG-EHW-00011,OUTBOX HUSQVARNA 14 INCH 10PK 465X425X85 MM (PM2162),500,MTRL-00073,"SHEET 181 X 51,2 CM K150/M125X3/K125 CB/F SCOORE 21.1+9+21.1","1,00",250
FG-EHW-00011,OUTBOX HUSQVARNA 14 INCH 10PK 465X425X85 MM (PM2162),500,MTRL-00073,"SHEET 181 X 51,2 CM K150/M125X3/K125 CB/F SCOORE 21.1+9+21.1","0,00",520
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00072,SHEET 176 X 180 CM K150/M125/K125 B/F BRUTO,"0,00",900
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","0,00",225
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00072,SHEET 176 X 180 CM K150/M125/K125 B/F BRUTO,"0,00",1000
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","0,00",250
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00072,SHEET 176 X 180 CM K150/M125/K125 B/F BRUTO,"0,00",2000
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","1,00",500
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00072,SHEET 176 X 180 CM K150/M125/K125 B/F BRUTO,"0,00",4160
FG-EHW-00022,OUT BOX 4.5 INCH (10PK)- DW4724 (PM2156),900,MTRL-00002,"SHEET 179 X 66,2 CM K150/M125X3/K150 CB/F SCOORE 17.5+31.2+17.5","0,00",1040
FG-EHW-00034,OUT BOX BOSCH VA 4-5 INCH IP 5 PCS (PM2093),500,MTRL-00376,SHEET 120 X 120 CM K125/M125/K125 B/F BRUTO,"1,00",500
FG-EHW-00037,OUTBOX HUSQWARVA 16 INCH 5PK 530 X 490 X 50 MM (PM2163),500,MTRL-00045,"SHEET 208 X 54,6 CM K150/M125X3/K125 CB/F SCOORE 24.3+6+24.3","0,15",500
FG-EHW-00037,OUTBOX HUSQWARVA 16 INCH 5PK 530 X 490 X 50 MM (PM2163),500,MTRL-00045,"SHEET 208 X 54,6 CM K150/M125X3/K125 CB/F SCOORE 24.3+6+24.3","0,05",500
FG-EHW-00037,OUTBOX HUSQWARVA 16 INCH 5PK 530 X 490 X 50 MM (PM2163),500,MTRL-00045,"SHEET 208 X 54,6 CM K150/M125X3/K125 CB/F SCOORE 24.3+6+24.3","1,00",500
FG-EHW-00037,OUTBOX HUSQWARVA 16 INCH 5PK 530 X 490 X 50 MM (PM2163),500,MTRL-00045,"SHEET 208 X 54,6 CM K150/M125X3/K125 CB/F SCOORE 24.3+6+24.3","0,00",500
FG-EHW-00037,OUTBOX HUSQWARVA 16 INCH 5PK 530 X 490 X 50 MM (PM2163),500,MTRL-00045,"SHEET 208 X 54,6 CM K150/M125X3/K125 CB/F SCOORE 24.3+6+24.3","0,00",500
FG-EHW-00047,"OUTBOX SGA 14"" MP 9PCS (PM2220)",700,MTRL-00418,"SHEET 152 X 46,1 CM K150/M125X3/K125 CB/F","1,00",700
FG-EHW-00053,BOX DW4712 (10PK) 258X233X75MM (PM2157),2930,MTRL-00572,"SHEET 108 X 31,3 CM K150/M125/K125 C/F","1,00",2930
FG-EHW-00053,BOX DW4712 (10PK) 258X233X75MM (PM2157),2930,MTRL-00572,"SHEET 108 X 31,3 CM K150/M125/K125 C/F","1,00",1020
FG-EHW-00053,BOX DW4712 (10PK) 258X233X75MM (PM2157),2930,MTRL-00572,"SHEET 108 X 31,3 CM K150/M125/K125 C/F","1,00",1000
FG-EHW-00053,BOX DW4712 (10PK) 258X233X75MM (PM2157),2930,MTRL-00572,"SHEET 108 X 31,3 CM K150/M125/K125 C/F","1,00",1400
FG-EHW-00053,BOX DW4712 (10PK) 258X233X75MM (PM2157),2930,MTRL-00572,"SHEET 108 X 31,3 CM K150/M125/K125 C/F","1,23",1200
FG-EHW-00056,OUT BOX DIABLO 4 -5 INCH P 5PK PET 30% (PM2248),1500,MTRL-00348,SHEET 104 X 120 CM K125/M125/K125 B/F BRUTO,"0,00",1500
FG-EHW-00056,OUT BOX DIABLO 4 -5 INCH P 5PK PET 30% (PM2248),1500,MTRL-00348,SHEET 104 X 120 CM K125/M125/K125 B/F BRUTO,"1,00",1500
FG-EHW-00056,OUT BOX DIABLO 4 -5 INCH P 5PK PET 30% (PM2248),1500,MTRL-00348,SHEET 104 X 120 CM K125/M125/K125 B/F BRUTO,"0,00",1000
FG-EHW-00056,OUT BOX DIABLO 4 -5 INCH P 5PK PET 30% (PM2248),1500,MTRL-00348,SHEET 104 X 120 CM K125/M125/K125 B/F BRUTO,"1,00",1680
FG-EHW-00056,OUT BOX DIABLO 4 -5 INCH P 5PK PET 30% (PM2248),1500,MTRL-00348,SHEET 104 X 120 CM K125/M125/K125 B/F BRUTO,"0,00",2000
FG-EHW-00056,OUT BOX DIABLO 4 -5 INCH P 5PK PET 30% (PM2248),1500,MTRL-00348,SHEET 104 X 120 CM K125/M125/K125 B/F BRUTO,"0,00",3250
FG-EHW-00059,OUT BOX DIABLO 3 INCH IP 3 PCS PET 30% (PM2246),850,MTRL-00346,SHEET 132 X 110 CM K125/M125/K125 B/F BRUTO,"0,00",850
FG-EHW-00060,OUT BOX DIABLO 4-5 INCH MP 20PK PET 30% (PM2249),1537,MTRL-00349,SHEET 94 X 75 CM K125/M125X4 CB/F BRUTO,"0,00",1537
FG-EHW-00060,OUT BOX DIABLO 4-5 INCH MP 20PK PET 30% (PM2249),1537,MTRL-00349,SHEET 94 X 75 CM K125/M125X4 CB/F BRUTO,"0,00",600
FG-EHW-00060,OUT BOX DIABLO 4-5 INCH MP 20PK PET 30% (PM2249),1537,MTRL-00349,SHEET 94 X 75 CM K125/M125X4 CB/F BRUTO,"0,00",500
FG-EHW-00060,OUT BOX DIABLO 4-5 INCH MP 20PK PET 30% (PM2249),1537,MTRL-00349,SHEET 94 X 75 CM K125/M125X4 CB/F BRUTO,"0,00",500
FG-EHW-00060,OUT BOX DIABLO 4-5 INCH MP 20PK PET 30% (PM2249),1537,MTRL-00349,SHEET 94 X 75 CM K125/M125X4 CB/F BRUTO,"0,00",500
FG-EHW-00060,OUT BOX DIABLO 4-5 INCH MP 20PK PET 30% (PM2249),1537,MTRL-00349,SHEET 94 X 75 CM K125/M125X4 CB/F BRUTO,"0,00",500
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",380
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",125
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",475
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",275
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",750
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",125
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00","62,5"
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",300
FG-EHW-00061,OUT BOX DIABLO 7 INCH IP 3PK PET 3-% (PM2252),1500,MTRL-00352,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,"1,00",150
FG-EHW-00065,OUTBOX BOSCH_SLEEVE_4-5INCH_IP (5 PCS) (PM2237),1200,MTRL-00819,SHEET 100 X 145 CM K125/M125/K125 B/F BTURO,"0,00",90
FG-EHW-00065,OUTBOX BOSCH_SLEEVE_4-5INCH_IP (5 PCS) (PM2237),1200,MTRL-00819,SHEET 100 X 145 CM K125/M125/K125 B/F BTURO,"0,00",90
FG-EHW-00067,HUSQVARNA 12 INCH OUT BOX 10 PK 450X360X80 MM (PM2161),500,MTRL-00472,"SHEET 157 X 44,6 CM K150/M125X3/K125 CB/F SCOORE 17,8+9+17,8","0,00",500
FG-EHW-00068,"SIKU KARTOON UK. 5 X 5 X 0,4 CM (P= 150 CM)",500,MTRL-00539,"SIKU KARTOON UK. 5 X 5 X 0,4 CM (P=150CM)","0,00",500
FG-EHW-00074,OUT BOX PEARL 4 (PM2049),500,MTRL-00569,SHEET 174 X 130 CM K150/M125/K125 C/F,"1,00",500
FG-EHW-00083,OUT BOX DIABLO 7 MP 15PK PET30% SEG-TU (PM2254),420,MTRL-00353,SHEET 110 X 150 CM K125/M125/K125 B/F BRUTO,"1,00",400
FG-EHW-00091,OUT BOX DWA47421 OUT BOX 3PK (PM2067),160,MTRL-00749,SHEET 95 X 150 CM K150/M125X3/K125 BC/F BRUTO,"1,00",500
FG-EIT-00002,CARTON BOX 9948190000010143 BOX/EUROPRAN LOGO PACKING BOX/ 370*370*430MM/YN,3000,MTRL-00227,"SHEET 152 X 80,6 CM K275/M125X3/K275 CB/F SCOORE 18.8+43+18.8","0,15",3000
FG-EIT-00002,CARTON BOX 9948190000010143 BOX/EUROPRAN LOGO PACKING BOX/ 370*370*430MM/YN,3000,MTRL-00227,"SHEET 152 X 80,6 CM K275/M125X3/K275 CB/F SCOORE 18.8+43+18.8","0,05",2000
FG-EIT-00002,CARTON BOX 9948190000010143 BOX/EUROPRAN LOGO PACKING BOX/ 370*370*430MM/YN,3000,MTRL-00227,"SHEET 152 X 80,6 CM K275/M125X3/K275 CB/F SCOORE 18.8+43+18.8","1,00",1000
FG-EIT-00002,CARTON BOX 9948190000010143 BOX/EUROPRAN LOGO PACKING BOX/ 370*370*430MM/YN,3000,MTRL-00227,"SHEET 152 X 80,6 CM K275/M125X3/K275 CB/F SCOORE 18.8+43+18.8","0,15",500
FG-EIT-00002,CARTON BOX 9948190000010143 BOX/EUROPRAN LOGO PACKING BOX/ 370*370*430MM/YN,3000,MTRL-00227,"SHEET 152 X 80,6 CM K275/M125X3/K275 CB/F SCOORE 18.8+43+18.8","0,05",900
FG-EPS-00001,DUS DISPATH COKLAT BESAR 230X175X100MM (CSUCMMS003443),500,MTRL-00286,SHEET 176 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",125
FG-EPS-00001,DUS DISPATH COKLAT BESAR 230X175X100MM (CSUCMMS003443),500,MTRL-00286,SHEET 176 X 150 CM K125/M125/K125 B/F BRUTO,"0,00",375
FG-EPS-00004,BOX ESSILOR BESAR POLOS (ISUPRSOIS00024),1200,MTRL-00316,SHEET 120 X 125 CM K125/M125/K125 B/F BRUTO,"0,00",1200
FG-EPS-00004,BOX ESSILOR BESAR POLOS (ISUPRSOIS00024),1200,MTRL-00316,SHEET 120 X 125 CM K125/M125/K125 B/F BRUTO,"1,00",1500
FG-EPS-00004,BOX ESSILOR BESAR POLOS (ISUPRSOIS00024),1200,MTRL-00316,SHEET 120 X 125 CM K125/M125/K125 B/F BRUTO,"0,00",1500
FG-EPS-00006,BOX LOGO POLYSCORE 52X42X33CM (CSUCMMS002912),100,MTRL-00540,"SHEET 194 X 76,2 CM K125/M125x3/K125 CB/F SCOORE 21,6 + 33 + 21,6","0,00",100
FG-EPS-00009,BOX BULK LOGO PACKING 40X50X40 CSUCMMS002871,500,MTRL-00176,SHEET 168 X 125 CM K125/M125/K125 B/F BRUTO,"1,00",500
FG-FLR-00044,CARTON BOX VVA 378X283X210,426,MTRL-00512,"SHEET 135 X 48,6 CM K200/M125X3/K200 BC/F SCOORE 14,3 + 20 + 14,3","0,00",426
FG-FLR-00044,CARTON BOX VVA 378X283X210,426,MTRL-00512,"SHEET 135 X 48,6 CM K200/M125X3/K200 BC/F SCOORE 14,3 + 20 + 14,3","0,00",90
FG-FLR-00044,CARTON BOX VVA 378X283X210,426,MTRL-00512,"SHEET 135 X 48,6 CM K200/M125X3/K200 BC/F SCOORE 14,3 + 20 + 14,3","1,00",604
FG-FLR-00044,CARTON BOX VVA 378X283X210,426,MTRL-00512,"SHEET 135 X 48,6 CM K200/M125X3/K200 BC/F SCOORE 14,3 + 20 + 14,3","1,00",500
FG-FLR-00046,CARTON BOX 32X4X122,100,MTRL-00077,SHEET 245 X 180 CM K125/M125/K125 B/F BRUTO,"0,00",66
FG-FTR-00001,CARTON BOX POUNCH STRAPLES (WTB) 135X135X155MM (K150XM125X3/K150 CBF),1300,MTRL-00477,SHEET 122 X 130 CM K125/M125X3/K125 CB/F BRUTO,"1,00",1300
FG-FTR-00007,CARTON BOX HOP TORQUE (SMALL) 115X115X115MM (PRINTING) K200/M125/K200 CF,3000,MTRL-00138,SHEET 116 X 145 CM K125/M125/K125 B/F BRUTO,"0,00",3000
FG-FTR-00007,CARTON BOX HOP TORQUE (SMALL) 115X115X115MM (PRINTING) K200/M125/K200 CF,3000,MTRL-00138,SHEET 116 X 145 CM K125/M125/K125 B/F BRUTO,"1,00",1500
FG-FTR-00008,CARTON BOX ISUZU P/N. 8974968572 375X280X175MM (K150/M125X3/K150 CF),1020,MTRL-00051,"SHEET 135 X 46,1 CM K125/M125X3/K125 CB/F SCOORE 14.3+17.5+14.3","0,25",200
FG-FTR-00008,CARTON BOX ISUZU P/N. 8974968572 375X280X175MM (K150/M125X3/K150 CF),1020,MTRL-00051,"SHEET 135 X 46,1 CM K125/M125X3/K125 CB/F SCOORE 14.3+17.5+14.3","1,00",510
FG-FTR-00008,CARTON BOX ISUZU P/N. 8974968572 375X280X175MM (K150/M125X3/K150 CF),1020,MTRL-00051,"SHEET 135 X 46,1 CM K125/M125X3/K125 CB/F SCOORE 14.3+17.5+14.3","0,00",500
FG-FTR-00008,CARTON BOX ISUZU P/N. 8974968572 375X280X175MM (K150/M125X3/K150 CF),1020,MTRL-00051,"SHEET 135 X 46,1 CM K125/M125X3/K125 CB/F SCOORE 14.3+17.5+14.3","0,00",1000
FG-FTR-00017,BOX DPG-MC16-M100 315X315X235MM K150/M125X3/K150 CBF,920,MTRL-00151,"SHEET 130 X 55,7 CM K125/M125X4 CB/F SCOORE 16.1+23.5+16.1","0,00",920
FG-FTR-00017,BOX DPG-MC16-M100 315X315X235MM K150/M125X3/K150 CBF,920,MTRL-00151,"SHEET 130 X 55,7 CM K125/M125X4 CB/F SCOORE 16.1+23.5+16.1","0,00",600
FG-FTR-00017,BOX DPG-MC16-M100 315X315X235MM K150/M125X3/K150 CBF,920,MTRL-00151,"SHEET 130 X 55,7 CM K125/M125X4 CB/F SCOORE 16.1+23.5+16.1","0,00",1000
FG-FTR-00028,CARTON BOX IND 335X265X100 MM,100,MTRL-00533,"SHEET 124 X 37,2 CM K125/M125X3/K125 CB/F SCOORE 13.6+10+13.6","0,00",100
FG-FTR-00028,CARTON BOX IND 335X265X100 MM,100,MTRL-00533,"SHEET 124 X 37,2 CM K125/M125X3/K125 CB/F SCOORE 13.6+10+13.6","0,00",920
FG-FTR-00034,CARTON BOX ME017116 UK 355X355X97 MM (TYPE B PARTISI/LAYER 2 PCS 340X200 MM),700,MTRL-00520,"SHEET 145 X 45,6 CM K125/M125X3/K125 CB/F 17.8+10+17.8","0,00",700
FG-FTR-00039,CARTON BOX ENGINE MOUNTING LAYER (1) 235X210X175 MM &amp; 255X220 MM K150/M125X3/K150 CB/F,50,MTRL-00309,SHEET 230 X 125 CM K200/M125X3/K150 CB/F BRUTO,"0,00",8
