Product Code,Product Name,Product Qty,Material ID,Material Name,Ratio,Material Qty
FG-GBA-00023,MASTER BOX (SABLON-NAF) UK 510X385X130 RAW K150/M125/K150 C/F FX 501 Q,1000,MTRL-00810,"SHEET 186 X 53,9 CM K150/M125/K150 C/F SCOORE 19.7+14.5","0,00",228900
FG-GBU-00002,DUS NAMPAN FIONA 56X42.5X47 CM,100,MTRL-00150,SHEET 104 X 95 CM K125/M125X2 B/F BRUTO,"0,00",100
FG-GBU-00002,DUS NAMPAN FIONA 56X42.5X47 CM,100,MTRL-00150,SHEET 104 X 95 CM K125/M125X2 B/F BRUTO,"0,00",206
FG-GBU-00002,DUS NAMPAN FIONA 56X42.5X47 CM,100,MTRL-00150,SHEET 104 X 95 CM K125/M125X2 B/F BRUTO,"1,00",100
FG-GBU-00009,"DUS SEALWARE BAHAMA S (SW 175) 78X73,5X48,5 CM",50,MTRL-00575,SHEET 157 X 130 CM K125/M125X4 CB/F BRUTO,"0,00",50
FG-GBU-00010,DUS PENGKI KIRENA NEW 96X55X28CM,157,MTRL-00164,SHEET 157 X 90 CM K125/M125X4 CB/F BRUTO,"0,00",153
FG-GBU-00010,DUS PENGKI KIRENA NEW 96X55X28CM,157,MTRL-00164,SHEET 157 X 90 CM K125/M125X4 CB/F BRUTO,"0,00",200
FG-GBU-00010,DUS PENGKI KIRENA NEW 96X55X28CM,157,MTRL-00164,SHEET 157 X 90 CM K125/M125X4 CB/F BRUTO,"0,00",100
FG-GBU-00022,DUS CUTLERY HOLDER CLAUDIA 55.5X53.5X63CM,202,MTRL-00576,,"0,00",202
FG-GBU-00022,DUS CUTLERY HOLDER CLAUDIA 55.5X53.5X63CM,202,MTRL-00576,,"0,00",100
FG-GBU-00022,DUS CUTLERY HOLDER CLAUDIA 55.5X53.5X63CM,202,MTRL-00576,,"0,97",100
FG-GBU-00032,DUS SAPU WINNY 125X30X32.5 CM,100,MTRL-00149,SHEET 161 X 70 CM K125/M125X4 CB/F BRUTO,"0,00",100
FG-GBU-00085,MASTER BOX SAPU ITALY (UK. 121 X 42 X 28 CM ),450,MTRL-00547,SHEET 167 X 75 CM K125/M125/K125 C/F BRUTO,"0,00",450
FG-GBU-00085,MASTER BOX SAPU ITALY (UK. 121 X 42 X 28 CM ),450,MTRL-00547,SHEET 167 X 75 CM K125/M125/K125 C/F BRUTO,"1,00",200
FG-INS-00023,,500,MTRL-00032,"SHEET 223 X 58,8 CM K150/M125/K150 C/F SCOORE 22.4+14+22.4","1,00",500
FG-KBP-00002,BOX KLOSET DUDUK SIRAM EVOGLO (BBP-BOX-DS-EVG),500,MTRL-00566,SHEET 140 X 125 CM K125/M125X2 C/F,"0,25",500
FG-KBP-00002,BOX KLOSET DUDUK SIRAM EVOGLO (BBP-BOX-DS-EVG),500,MTRL-00567,,"1,00",500
FG-KBP-00003,BOX WASTAFEL,100,MTRL-00606,SHEET 134 X 109 CM K200/M125X3/K200 CB/F NETTO,"0,00",100
FG-KBP-00003,BOX WASTAFEL,100,MTRL-00606,SHEET 134 X 109 CM K200/M125X3/K200 CB/F NETTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",920
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",138
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",46
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"1,00",50
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"1,00",200
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",30
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"1,00",10
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"1,00",500
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",75
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",25
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"1,00",50
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"1,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"1,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",50
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",50
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",500
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",75
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",25
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",50
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"2,00",50
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00008,SHEET 92 X 160 CM K125/M125X4 CB/F BRUTO,"0,00",1000
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",150
FG-KBP-00004,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-SX),920,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"1,00",50
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",11000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",6000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",6000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",6000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"1,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"0,00",12000
FG-KBP-00006,PARTISI SX/MX,11000,MTRL-00009,SHEET 122 X 150 CM M125X5 CB/F BRUTO,"1,00",12000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",1500
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",6000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"1,00",3000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",3000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"1,00",3000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,25",1500
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",1500
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",6000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",3000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",3000
FG-KBP-00007,LAYER SX,1500,MTRL-00011,SHEET 140 X 105 CM M125X5 CB/F BRUTO,"0,00",10000
FG-KBP-00009,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-MX),500,MTRL-00229,SHEET 100 X 170 CM K125/M125X3/K125 CB/F BRUTO,"1,00",900
FG-KBP-00009,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-MX),500,MTRL-00229,SHEET 100 X 170 CM K125/M125X3/K125 CB/F BRUTO,"1,00",350
FG-KBP-00009,BOX KLOSET JONGKOK ISI 3 (BBP-BOX-MX),500,MTRL-00229,SHEET 100 X 170 CM K125/M125X3/K125 CB/F BRUTO,"1,00",1000
FG-KMI-00003,BIG CARTON BOX LX230 STD (K3120-0022),58,MTRL-00301,"SHEET 224 X 131,6 CM K150/M125/K150 C/F SCOORE 28.6+103","0,15",58
FG-KMI-00003,BIG CARTON BOX LX230 STD (K3120-0022),58,MTRL-00302,"SHEET 56 X 131,6 CM K150/M125/K150 C/F SCOORE 28.6+103","0,05",58
FG-KMI-00003,BIG CARTON BOX LX230 STD (K3120-0022),58,MTRL-00301,"SHEET 224 X 131,6 CM K150/M125/K150 C/F SCOORE 28.6+103","1,00",450
FG-KMI-00003,BIG CARTON BOX LX230 STD (K3120-0022),58,MTRL-00302,"SHEET 56 X 131,6 CM K150/M125/K150 C/F SCOORE 28.6+103","0,00",450
FG-KMI-00005,BIG CARTON BOX LX110CD (K3120-0019),500,MTRL-00303,"SHEET 219 X 102,1 CM K150/M125/K150 C/F SCOORE 25,1+77","1,00",1000
FG-KMI-00006,BIG CARTON BOX LX140AB (K3120-0028),60,MTRL-00013,"SHEET 211,5 X 113 CM K150/M125/K150 C/F SCOORE 86,2+26,8","0,00",60
FG-KMI-00006,BIG CARTON BOX LX140AB (K3120-0028),60,MTRL-00014,"SHEET 53 X 113,3 CM K150/M125/K150 C/F SCOORE 86,6+26,8","0,00",60
FG-KMI-00006,BIG CARTON BOX LX140AB (K3120-0028),60,MTRL-00013,"SHEET 211,5 X 113 CM K150/M125/K150 C/F SCOORE 86,2+26,8","1,00",175
FG-KMI-00006,BIG CARTON BOX LX140AB (K3120-0028),60,MTRL-00014,"SHEET 53 X 113,3 CM K150/M125/K150 C/F SCOORE 86,6+26,8","1,00",175
FG-KMI-00007,BIG CARTON BOX LX140C (K3120-0029),200,MTRL-00704,"SHEET 224 X 122,5 CM K125/M125X3/K125 BC/F","1,00",400
FG-KMI-00022,CARTON BOX A-20 (NEW LOGO) (K3110-0070),896,MTRL-00311,SHEET 97 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",896
FG-KMI-00022,CARTON BOX A-20 (NEW LOGO) (K3110-0070),896,MTRL-00311,SHEET 97 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",1200
FG-KMI-00022,CARTON BOX A-20 (NEW LOGO) (K3110-0070),896,MTRL-00311,SHEET 97 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",25
FG-KMI-00022,CARTON BOX A-20 (NEW LOGO) (K3110-0070),896,MTRL-00311,SHEET 97 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",500
FG-KMI-00022,CARTON BOX A-20 (NEW LOGO) (K3110-0070),896,MTRL-00311,SHEET 97 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",800
FG-KMI-00024,CARTON BOX A-25 (NEW LOGO) (K3110-0069),700,MTRL-00537,SHEET 84 X 140 CM K150/M125/K150 C/F BRUTO,"0,00",700
FG-KMI-00024,CARTON BOX A-25 (NEW LOGO) (K3110-0069),700,MTRL-00537,SHEET 84 X 140 CM K150/M125/K150 C/F BRUTO,"0,00",25
FG-KMI-00024,CARTON BOX A-25 (NEW LOGO) (K3110-0069),700,MTRL-00537,SHEET 84 X 140 CM K150/M125/K150 C/F BRUTO,"0,00",208
FG-KMI-00024,CARTON BOX A-25 (NEW LOGO) (K3110-0069),700,MTRL-00537,SHEET 84 X 140 CM K150/M125/K150 C/F BRUTO,"0,00",760
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"0,25",681
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",681
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",360
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",580
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"0,00",500
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",25
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",1000
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",500
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",1300
FG-KMI-00025,CARTON BOX A-28 (NEW LOGO) (K3110-0065),681,MTRL-00475,SHEET 121 X 125 CM K150/M125/K150 C/F BRUTO,"1,00",1300
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",710
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",1534
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",1500
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",25
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",590
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",600
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",500
FG-KMI-00026,CARTON BOX A-30 (NEW LOGO) (K3110-0068),710,MTRL-00474,SHEET 110 X 120 CM K150/M125/K150 C/F BRUTO,"0,00",1800
FG-KMI-00028,CARTON BOX A-56 (NEW LOGO) (K3110-0066),1245,MTRL-00096,SHEET 135 X 140 CM K150/M125/K150 C/F BRUTO,"0,00",1245
FG-KMI-00028,CARTON BOX A-56 (NEW LOGO) (K3110-0066),1245,MTRL-00096,SHEET 135 X 140 CM K150/M125/K150 C/F BRUTO,"0,00",890
FG-KMI-00028,CARTON BOX A-56 (NEW LOGO) (K3110-0066),1245,MTRL-00096,SHEET 135 X 140 CM K150/M125/K150 C/F BRUTO,"1,00",1389
FG-KMI-00028,CARTON BOX A-56 (NEW LOGO) (K3110-0066),1245,MTRL-00096,SHEET 135 X 140 CM K150/M125/K150 C/F BRUTO,"1,00",25
FG-KMI-00028,CARTON BOX A-56 (NEW LOGO) (K3110-0066),1245,MTRL-00096,SHEET 135 X 140 CM K150/M125/K150 C/F BRUTO,"1,00",515
FG-KMI-00028,CARTON BOX A-56 (NEW LOGO) (K3110-0066),1245,MTRL-00096,SHEET 135 X 140 CM K150/M125/K150 C/F BRUTO,"1,00",750
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",1410
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",1410
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",684
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",878
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",25
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",1300
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",1300
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"0,00",1000
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"1,00",2000
FG-KMI-00029,CARTON BOX A-87 (NEW LOGO) (K3110-0064),1410,MTRL-00114,SHEET 70 X 105 CM K150/M125/K150 C/F BRUTO,"1,00",1454
FG-KMI-00030,CARTON BOX CB 22-A (K3110-0001),212,MTRL-00305,"SHEET 216 X 100,4 CM K200/M125/K150 C/F SCOORE 26,7+47+26,7","0,00",212
FG-KMI-00030,CARTON BOX CB 22-A (K3110-0001),212,MTRL-00305,"SHEET 216 X 100,4 CM K200/M125/K150 C/F SCOORE 26,7+47+26,7","0,00",25
FG-KMI-00030,CARTON BOX CB 22-A (K3110-0001),212,MTRL-00305,"SHEET 216 X 100,4 CM K200/M125/K150 C/F SCOORE 26,7+47+26,7","1,00",200
FG-KMI-00030,CARTON BOX CB 22-A (K3110-0001),212,MTRL-00305,"SHEET 216 X 100,4 CM K200/M125/K150 C/F SCOORE 26,7+47+26,7","1,00",290
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","1,00",637
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","0,15",30
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","0,05",500
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","1,00",500
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","1,00",25
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","0,00",720
FG-KMI-00031,CARTON BOX CB 22-B (K3110-0003),637,MTRL-00306,"SHEET 216 X 83,4 CM K200/M125/K150 C/F SCOORE 26,7+30+26,7","0,00",720
FG-KMI-00032,CARTON BOX CB 23-B (K3110-0005),225,MTRL-00102,"SHEET 160 X 55,4 CM K200/M125/K150 C/F SCOORE 12,7 + 30 +12,7","0,00",225
FG-KMI-00032,CARTON BOX CB 23-B (K3110-0005),225,MTRL-00102,"SHEET 160 X 55,4 CM K200/M125/K150 C/F SCOORE 12,7 + 30 +12,7","0,00",25
FG-KMI-00032,CARTON BOX CB 23-B (K3110-0005),225,MTRL-00102,"SHEET 160 X 55,4 CM K200/M125/K150 C/F SCOORE 12,7 + 30 +12,7","0,00",470
FG-KMI-00032,CARTON BOX CB 23-B (K3110-0005),225,MTRL-00102,"SHEET 160 X 55,4 CM K200/M125/K150 C/F SCOORE 12,7 + 30 +12,7","0,00",280
FG-KMI-00033,CARTON BOX CB 24-C (K3110-0007),297,MTRL-00029,"SHEET 108 X 51,4 CM K200/M125/K150 C/F SCOORE 13.2+25+13.2","0,00",297
FG-KMI-00033,CARTON BOX CB 24-C (K3110-0007),297,MTRL-00029,"SHEET 108 X 51,4 CM K200/M125/K150 C/F SCOORE 13.2+25+13.2","0,00",25
FG-KMI-00033,CARTON BOX CB 24-C (K3110-0007),297,MTRL-00029,"SHEET 108 X 51,4 CM K200/M125/K150 C/F SCOORE 13.2+25+13.2","0,00",300
FG-KMI-00034,CARTON BOX CB 24-E (K3110-0012),2000,MTRL-00006,"SHEET 108 X 41,4 CM K200/M125/K150 C/F SCOORE 13.2+15+13.2","0,00",2000
FG-KMI-00034,CARTON BOX CB 24-E (K3110-0012),2000,MTRL-00006,"SHEET 108 X 41,4 CM K200/M125/K150 C/F SCOORE 13.2+15+13.2","1,00",25
FG-KMI-00034,CARTON BOX CB 24-E (K3110-0012),2000,MTRL-00006,"SHEET 108 X 41,4 CM K200/M125/K150 C/F SCOORE 13.2+15+13.2","0,00",1200
FG-KMI-00034,CARTON BOX CB 24-E (K3110-0012),2000,MTRL-00006,"SHEET 108 X 41,4 CM K200/M125/K150 C/F SCOORE 13.2+15+13.2","1,00",3100
FG-KMI-00035,CARTON BOX CB 25-D (K3110-0011),695,MTRL-00307,SHEET 164 X 105 CM K200/M125/K150 C/F BRUTO,"0,00",695
